iter	Passed	Remaining
145	16530	209910
146	16649	209876
147	16819	210473
148	16951	210585
149	17056	210360
150	17162	210154
151	17282	210116
152	17382	209836
153	17500	209777
154	17649	210086
155	17764	209986
156	17907	210217
157	18029	210186
158	18117	209772
159	18218	209514
160	18326	209326
161	18443	209253
162	18544	208993
163	18652	208815
164	18756	208594
165	18841	208160
166	18967	208190
167	19108	208373
168	19200	208020
169	19351	208313
170	19437	207901
171	19525	207516
172	19637	207380
173	19733	207090
174	19818	206677
175	19920	206450
176	20023	206234
177	20112	205866
178	20234	205853
179	20334	205603
180	20455	205569
181	20556	205334
182	20691	205444
183	20762	204921
184	20848	204540
185	20930	204128
186	21040	203996
187	21176	204108
188	21261	203731
189	21397	203835
190	21510	203726
191	21603	203436
192	21701	203189
193	21803	202978
194	21911	202818
195	21986	202362
196	22080	202085
197	22173	201801
198	22305	201869
199	22390	201511
200	22526	201621
201	22629	201422
202	22760	201476
203	22868	201336
204	22972	201148
205	23080	200998
206	23180	200788
207	23266	200452
208	23405	200571
209	23521	200496
210	23611	200192
211	23698	199869
212	23786	199557
213	23878	199283
214	23999	199248
215	24157	199519
216	24283	199529
217	24379	199281
218	24449	198834
219	24545	198594
220	24638	198332
221	24721	197997
222	24806	197671
223	24914	197539
224	24998	197210
225	25105	197066
226	25202	196849
227	25286	196527
228	25416	196564
229	25499	196236
230	25619	196194
231	25721	196016
232	25814	195765
233	25904	195502
234	26012	195369
235	26105	195124
236	26218	195032
237	26307	194764
238	26420	194674
239	26511	194415
240	26603	194175
241	26757	194379
242	26843	194089
243	26997	194294
244	27096	194102
245	27196	193910
246	27294	193713
247	27378	193413
248	27467	193157
249	27551	192857
250	27642	192613
251	27749	192485
252	27890	192584
253	28001	192483
254	28116	192405
255	28217	192232
256	28318	192061
257	28416	191866
258	28512	191659
259	28589	191330
260	28718	191346
261	28809	191110
262	28915	190976
263	29012	190781
264	29119	190649
265	29195	190318
266	29282	190064
267	29404	190030
268	29543	190110
269	29631	189860
270	29730	189681
271	29822	189458
272	29926	189312
273	30016	189083
274	30130	188999
275	30221	188777
276	30345	188754
277	30493	188886
278	30582	188647
279	30712	188663
280	30882	188922
281	30978	188725
282	31105	188723
283	31205	188552
284	31343	188609
285	31431	188371
286	31523	188153
287	31643	188104
288	31731	187863
289	31835	187720
290	31949	187636
291	32074	187611
292	32163	187385
293	32272	187267
294	32385	187175
295	32474	186946
296	32586	186852
297	32776	187199
298	32891	187116
299	33002	187014
300	33111	186901
301	33237	186878
302	33392	187020
303	33518	186998
304	33659	187057
305	33823	187244
306	33920	187060
307	34037	186982
308	34160	186943
309	34272	186839
310	34377	186702
311	34470	186496
312	34555	186248
313	34674	186183
314	34797	186140
315	34886	185912
316	34972	185676
317	35086	185582
318	35222	185608
319	35369	185691
320	35506	185717
321	35623	185641
322	35771	185725
323	36047	186469
324	36255	186854
325	36468	187265
326	36616	187338
327	36794	187561
328	36921	187526
329	37052	187507
330	37166	187403
331	37270	187252
332	37424	187347
333	37619	187647
334	37800	187876
335	37902	187708
336	38016	187600
337	38109	187389
338	38195	187145
339	38346	187222
340	38481	187217
341	38633	187291
342	38734	187122
343	38823	186892
344	38921	186708
345	39024	186553
346	39117	186345
347	39195	186066
348	39321	186015
349	39457	186013
350	39647	186262
351	39759	186147
352	39867	186012
353	39987	185929
354	40112	185873
355	40217	185722
356	40345	185677
357	40488	185704
358	40624	185694
359	40774	185751
360	40937	185865
361	41063	185805
362	41187	185741
363	41324	185734
364	41445	185652
365	41557	185532
366	41717	185625
367	41843	185565
