iter	RMSE
252	6.871068699
253	6.870229858
254	6.868169276
255	6.867129907
256	6.866543228
257	6.863869842
258	6.862619309
259	6.862294099
260	6.860711033
261	6.859981795
262	6.858470103
263	6.858003253
264	6.85650952
265	6.856475898
266	6.855576385
267	6.853960647
268	6.852549255
269	6.851098648
270	6.849473804
271	6.848623394
272	6.847892602
273	6.846697693
274	6.845042518
275	6.843927994
276	6.843261928
277	6.842419153
278	6.841551987
279	6.840361537
280	6.839402692
281	6.838648891
282	6.837479476
283	6.836981725
284	6.835743962
285	6.835017147
286	6.834948038
287	6.832633282
288	6.832248163
289	6.831591691
290	6.831081532
291	6.830550282
292	6.82962474
293	6.828489054
294	6.827734084
295	6.826648495
296	6.825372904
297	6.824071625
298	6.822672818
299	6.821170319
300	6.819961538
301	6.819776475
302	6.817740049
303	6.817230596
304	6.816489968
305	6.81491824
306	6.812407645
307	6.811306671
308	6.81032914
309	6.810155782
310	6.809249701
311	6.807884414
312	6.806019077
313	6.804672788
314	6.802998095
315	6.801606239
316	6.801025501
317	6.800788733
318	6.800161214
319	6.799697637
320	6.798271351
321	6.797002913
322	6.795784459
323	6.793953217
324	6.791763462
325	6.790866631
326	6.790482341
327	6.790077231
328	6.789052779
329	6.787918607
330	6.787397097
331	6.786260223
332	6.785161117
333	6.783854365
334	6.782835213
335	6.782077179
336	6.781435176
337	6.780965753
338	6.780371047
339	6.779703236
340	6.778666215
341	6.777749919
342	6.777421839
343	6.777146107
344	6.776272152
345	6.774004568
346	6.773416092
347	6.772579475
348	6.772351309
349	6.771628573
350	6.770534449
351	6.767566467
352	6.766567604
353	6.766045403
354	6.765756274
355	6.765326398
356	6.764467766
357	6.762813738
358	6.762337347
359	6.761321374
360	6.760337691
361	6.758996223
362	6.758487635
363	6.757198209
364	6.756878963
365	6.755740945
366	6.754300399
367	6.75272705
